-117.303411,33.22547
-118.670791,34.039483
-118.331622,34.110398
-118.131722,34.178612
-121.568083,39.115596
-117.914714,33.789283
-122.043081,36.956244
-122.030034,36.999081
-118.130146,34.013706
-122.247562,37.809685
-122.393721,37.793956
-124.173668,40.799378
-122.055669,37.928461
-121.999757,37.5344
-122.034553,37.01582
-118.030649,34.107876
-117.606193,33.412524
-118.362221,34.139024
-118.362221,34.139024
-118.189399,33.768715
-118.192959,33.768039
-118.18938,33.773538
-118.291742,34.076348
-118.291742,34.076348
-118.291702,34.090833
-118.291702,34.090833
-118.309203,34.101687
-118.309203,34.101687
-118.300902,34.061635
-118.300902,34.061635
-118.30887,34.061602
-117.155246,33.514962
-122.438055,37.785545
-118.041553,34.075826
-122.405834,37.802661
-118.133614,33.847738
-117.913994,33.788713
-121.585856,38.678801
-122.290891,37.864749
-121.969593,37.352229
-116.314521,34.135175
-118.451995,34.323272
-117.619661,33.419795
-117.601408,33.408708
-118.233176,34.055623
-118.30887,34.061602
-118.339201,34.101686
-118.339201,34.101686
-118.325528,34.101616
-118.325528,34.101616
-118.275901,34.056771
-118.275901,34.056771
-118.448084,34.180547
-118.429579,34.179035
-118.48313,34.186222
-118.46885,34.180783
-118.57156,34.187391
-118.147492,34.148473
-122.028019,37.410392
-122.107241,37.407411
-122.075713,37.39433
-118.35239,34.192676
-117.153171,32.705766
-117.168815,32.716503
-117.281389,33.208565
-117.2547,33.207397
-116.980825,32.841886
-116.877362,32.843738
-117.163802,32.712548
-117.02304,32.743441
-117.174278,32.759239
-116.963081,32.733559
-117.085373,32.632092
-117.108162,32.724884
-117.341969,33.306634
-117.12113,32.737431
-117.142447,32.76276
-117.11557,32.749737
-117.058696,32.745756
-117.169181,32.721951
-117.00071,32.833828
-117.080109,32.679878
-116.98347,32.847627
-116.983367,32.852079
-117.007362,32.707592
-117.105148,32.724529
-117.15267,32.813511
-117.096024,32.671227
-117.104732,33.111226
-117.182348,32.75242
-116.970835,32.852179
-117.075211,32.684751
-116.916771,32.8148
-117.00172,32.785433
-117.108105,32.662061
-117.09502,32.708429
-117.04219,32.545374
-117.038684,32.54535
-117.01487,32.833435
-117.056534,32.769012
-117.094887,32.576504
-117.057938,32.99942
-117.013253,32.956177
-122.267058,37.829088
-122.251348,37.84471
-121.980918,37.578168
-122.099433,37.6659
-121.717739,37.696998
-117.133563,33.501483
-117.125102,33.499962
-117.159606,33.531898
-117.287798,33.913257
-117.369863,33.975255
-117.14568,33.512143
-117.132627,33.476479
-117.095343,33.469695
-117.095959,33.476217
-122.02907,37.973781
-122.353076,37.936754
-121.814873,38.017756
-121.814873,38.017756
-122.446943,37.720307
-121.910658,37.31729
-121.943281,37.285712
-121.948147,37.279458
-121.966845,37.406629
-122.16533,37.428044
-122.163854,37.427726
-118.312628,34.178919
-121.312813,38.774737
-121.18364,38.663103
-121.212202,38.630395
-121.516424,38.608852
-121.492061,38.578682
-121.44903,38.558469
-121.383423,38.64504
-121.168486,35.685983
-121.166978,35.686215
-121.286314,37.945005
-121.286314,37.945005
-121.286296,37.944956
-121.286296,37.944956
-122.014813,36.964971
-121.997712,36.968977
-121.958421,36.968725
-121.877521,36.951819
-121.030968,37.318153
-121.018942,37.309284
