IncidntNum,Date,Time,X,Y
90824804,2009-08-13,12:15,-122.4167848,37.76365816
110880574,2011-10-31,23:42,-122.4217477,37.76274366
70675241,2007-06-22,12:00,-122.407435,37.78751587
80285040,2008-03-17,17:00,-122.4065746,37.73214308
120338096,2012-04-28,19:30,-122.4017237,37.76613217
120448435,2012-06-29,13:00,-122.3749309,37.72966226
90133752,2009-02-06,7:30,-122.390548,37.72809966
40700317,2004-06-19,1:04,-122.4581899,37.72431647
31429659,2003-12-08,12:55,-122.471721,37.71402282
80207969,2008-02-27,10:30,-122.4522897,37.72569336
60876211,2006-08-17,0:12,-122.4101571,37.78429738
51012450,2005-09-08,14:50,-122.4034048,37.77542071
90388866,2009-04-14,9:25,-122.4797509,37.71957192
50330932,2005-03-24,22:20,-122.3935263,37.7373529
100016660,2010-01-06,7:28,-122.4121992,37.75583206
100909388,2010-09-30,13:40,-122.4750159,37.74869236
80057833,2008-01-17,4:30,-122.3940518,37.7461648
110656789,2011-08-14,15:00,-122.4581835,37.72183882
81001774,2008-09-21,0:01,-122.4100727,37.75352863
50134530,2005-02-02,16:30,-122.4783055,37.78038102
80701632,2008-07-06,3:15,-122.4127841,37.78486569
50780321,2005-07-13,0:06,-122.4192082,37.76023408
80782717,2008-07-25,16:47,-122.417904,37.78516709
70024579,2007-01-07,19:40,-122.4469059,37.76952331
70853334,2007-08-21,20:45,-122.4488655,37.73154176
90396289,2009-04-16,1:59,-122.4164579,37.73905608
110292684,2011-04-12,16:30,-122.4034048,37.77542071
100609481,2010-07-02,22:27,-122.4034048,37.77542071
51191656,2005-10-21,20:06,-122.4026036,37.72523557
70017289,2007-01-05,8:35,-122.4044602,37.77443142
100631246,2010-07-10,1:00,-122.447657,37.79124583
130020352,2013-01-08,11:45,-122.4028427,37.77982942
60825622,2006-08-05,15:00,-122.4034048,37.77542071
60888937,2006-08-21,14:42,-122.4222867,37.74200412
50172966,2005-02-13,15:25,-122.4126011,37.74837696
91190618,2009-11-19,8:17,-122.4674893,37.78087792
120240087,2012-03-24,16:30,-122.4113284,37.78599631
80383393,2008-04-13,9:15,-122.4210891,37.73745709
130193307,2013-03-07,12:45,-122.4087106,37.78097067
130558795,2013-08-13,11:00,-122.4034048,37.77542071
120163928,2012-02-27,16:35,-122.4586802,37.74815547
100249059,2010-03-16,7:43,-122.4033755,37.77671407
30174512,2003-02-11,14:00,-122.4227475,37.73234284
120839408,2012-10-18,15:10,-122.4195061,37.74618419
90964494,2009-09-15,17:25,-122.4356542,37.7975553
91005039,2009-09-29,9:00,-122.4522897,37.72569336
80402294,2008-04-17,16:55,-122.4230909,37.80248976
70536461,2007-05-26,23:15,-122.4261754,37.73690837
60402656,2006-04-14,11:50,-122.4467262,37.77294519
110305221,2011-04-14,19:45,-122.4350029,37.76088781
130353090,2013-04-30,13:49,-122.444563,37.71607882
80980193,2008-09-15,14:25,-122.4136811,37.77712149
80832306,2008-08-07,20:00,-122.5050887,37.77817768
51455850,2005-12-28,23:15,-122.4575595,37.71236239
70763987,2007-07-28,15:20,-122.409017,37.79948807
120962902,2012-11-28,21:25,-122.4335926,37.75775198
